"word1"	"freq"
"1269"	"anybody"	4
"1270"	"anywhere"	4
"1271"	"apartment"	4
"1272"	"apps"	4
"1273"	"april"	4
"1274"	"arms"	4
"1275"	"atlanta"	4
"1276"	"auction"	4
"1277"	"august"	4
"1278"	"ave"	4
"1279"	"awards"	4
"1280"	"awkward"	4
"1281"	"bag"	4
"1282"	"ball"	4
"1283"	"band"	4
"1284"	"bank"	4
"1285"	"barack"	4
"1286"	"barrett"	4
"1287"	"base"	4
"1288"	"beach"	4
"1289"	"belgium"	4
"1290"	"bell"	4
"1291"	"bills"	4
"1292"	"blogs"	4
"1293"	"boston"	4
"1294"	"bread"	4
"1295"	"breaking"	4
"1296"	"budget"	4
"1297"	"cake"	4
"1298"	"camera"	4
"1299"	"cards"	4
"1300"	"cat"	4
"1301"	"century"	4
"1302"	"certain"	4
"1303"	"channel"	4
"1304"	"charge"	4
"1305"	"chinese"	4
"1306"	"choose"	4
"1307"	"chopra"	4
"1308"	"chosen"	4
"1309"	"classroom"	4
"1310"	"closed"	4
"1311"	"comfortable"	4
"1312"	"commercial"	4
"1313"	"committed"	4
"1314"	"compared"	4
"1315"	"competition"	4
"1316"	"complete"	4
"1317"	"constant"	4
"1318"	"contact"	4
"1319"	"conversation"	4
"1320"	"cooked"	4
"1321"	"copyright"	4
"1322"	"corner"	4
"1323"	"costs"	4
"1324"	"council"	4
"1325"	"coup"	4
"1326"	"courses"	4
"1327"	"cousin"	4
"1328"	"crap"	4
"1329"	"crash"	4
"1330"	"critique"	4
"1331"	"crown"	4
"1332"	"currently"	4
"1333"	"dan"	4
"1334"	"dating"	4
"1335"	"december"	4
"1336"	"delayed"	4
"1337"	"derby"	4
"1338"	"designs"	4
"1339"	"despite"	4
"1340"	"determined"	4
"1341"	"development"	4
"1342"	"dig"	4
"1343"	"director"	4
"1344"	"discovered"	4
"1345"	"dish"	4
"1346"	"doctors"	4
"1347"	"draw"	4
"1348"	"dress"	4
"1349"	"driven"	4
"1350"	"drunk"	4
"1351"	"dumb"	4
"1352"	"easier"	4
"1353"	"editor"	4
"1354"	"effects"	4
"1355"	"egg"	4
"1356"	"eggs"	4
"1357"	"encourage"	4
"1358"	"english"	4
"1359"	"entire"	4
"1360"	"entirely"	4
"1361"	"equal"	4
"1362"	"estate"	4
"1363"	"europe"	4
"1364"	"events"	4
"1365"	"everyones"	4
"1366"	"evidence"	4
"1367"	"exact"	4
"1368"	"expecting"	4
"1369"	"fair"	4
"1370"	"fall"	4
"1371"	"fancy"	4
"1372"	"fantasy"	4
"1373"	"favourite"	4
"1374"	"fell"	4
"1375"	"fight"	4
"1376"	"figure"	4
"1377"	"fill"	4
"1378"	"filled"	4
"1379"	"filling"	4
"1380"	"films"	4
"1381"	"foot"	4
"1382"	"foreign"	4
"1383"	"forgotten"	4
"1384"	"fully"	4
"1385"	"fund"	4
"1386"	"furniture"	4
"1387"	"gain"	4
"1388"	"gently"	4
"1389"	"gettin"	4
"1390"	"gifts"	4
"1391"	"gives"	4
"1392"	"goin"	4
"1393"	"golden"	4
"1394"	"google"	4
"1395"	"grab"	4
"1396"	"granted"	4
"1397"	"habit"	4
"1398"	"hahaha"	4
"1399"	"hallstromi"	4
"1400"	"hang"	4
"1401"	"happens"	4
"1402"	"hardware"	4
"1403"	"hasnt"	4
"1404"	"heading"	4
"1405"	"hehe"	4
"1406"	"helped"	4
"1407"	"higher"	4
"1408"	"highest"	4
"1409"	"highly"	4
"1410"	"hitting"	4
"1411"	"homework"	4
"1412"	"hop"	4
"1413"	"howard"	4
"1414"	"ice"	4
"1415"	"identify"	4
"1416"	"identity"	4
"1417"	"images"	4
"1418"	"immediate"	4
"1419"	"impact"	4
"1420"	"impossible"	4
"1421"	"includes"	4
"1422"	"ingredients"	4
"1423"	"inspired"	4
"1424"	"institutions"	4
"1425"	"interest"	4
"1426"	"internet"	4
"1427"	"january"	4
"1428"	"joined"	4
"1429"	"key"	4
"1430"	"killed"	4
"1431"	"knight"	4
"1432"	"lake"	4
"1433"	"leading"	4
"1434"	"learned"	4
"1435"	"liked"	4
"1436"	"listened"	4
"1437"	"listening"	4
"1438"	"literally"	4
"1439"	"losing"	4
"1440"	"machine"	4
"1441"	"maintain"	4
"1442"	"mass"	4
"1443"	"masters"	4
"1444"	"mention"	4
"1445"	"metrosexual"	4
"1446"	"michael"	4
"1447"	"middle"	4
"1448"	"miles"	4
"1449"	"milwaukee"	4
"1450"	"mix"	4
"1451"	"modern"	4
"1452"	"moved"	4
"1453"	"mrs"	4
"1454"	"muslims"	4
"1455"	"near"	4
"1456"	"nights"	4
"1457"	"nope"	4
"1458"	"notes"	4
"1459"	"nowhere"	4
"1460"	"nuclear"	4
"1461"	"nyc"	4
"1462"	"obamas"	4
"1463"	"offers"	4
"1464"	"opened"	4
"1465"	"organization"	4
"1466"	"overall"	4
"1467"	"pack"	4
"1468"	"paint"	4
"1469"	"panel"	4
"1470"	"passing"	4
"1471"	"peaceful"	4
"1472"	"peter"	4
"1473"	"photo"	4
"1474"	"pics"	4
"1475"	"planned"	4
"1476"	"plate"	4
"1477"	"pleasure"	4
"1478"	"poetry"	4
"1479"	"police"	4
"1480"	"policy"	4
"1481"	"position"	4
"1482"	"potential"	4
"1483"	"prayer"	4
"1484"	"presented"	4
"1485"	"private"	4
"1486"	"prize"	4
"1487"	"process"	4
"1488"	"production"	4
"1489"	"products"	4
"1490"	"purple"	4
"1491"	"push"	4
"1492"	"quick"	4
"1493"	"quiet"	4
"1494"	"race"	4
"1495"	"rare"	4
"1496"	"readers"	4
"1497"	"realize"	4
"1498"	"received"	4
"1499"	"recording"	4
"1500"	"region"	4
"1501"	"related"	4
"1502"	"relationships"	4
"1503"	"release"	4
"1504"	"reminds"	4
"1505"	"reported"	4
"1506"	"requires"	4
"1507"	"responsibility"	4
"1508"	"restaurant"	4
"1509"	"return"	4
"1510"	"review"	4
"1511"	"reviews"	4
"1512"	"ride"	4
"1513"	"ridiculous"	4
"1514"	"risk"	4
"1515"	"role"	4
"1516"	"rooms"	4
"1517"	"safe"	4
"1518"	"sandwich"	4
"1519"	"sat"	4
"1520"	"saving"	4
"1521"	"scared"	4
"1522"	"schenk"	4
"1523"	"score"	4
"1524"	"scratch"	4
"1525"	"security"	4
"1526"	"sell"	4
"1527"	"served"	4
"1528"	"sexual"	4
"1529"	"shed"	4
"1530"	"shirley"	4
"1531"	"shoes"	4
"1532"	"shot"	4
"1533"	"showed"	4
"1534"	"sister"	4
"1535"	"sites"	4
"1536"	"sitting"	4
"1537"	"situation"	4
"1538"	"slam"	4
"1539"	"smart"	4
"1540"	"sneak"	4
"1541"	"soap"	4
"1542"	"society"	4
"1543"	"somewhere"	4
"1544"	"songs"	4
"1545"	"sorts"	4
"1546"	"southern"	4
"1547"	"spain"	4
"1548"	"speaking"	4
"1549"	"species"	4
"1550"	"specific"	4
"1551"	"spent"	4
"1552"	"spoke"	4
"1553"	"spread"	4
"1554"	"stadium"	4
"1555"	"stamp"	4
"1556"	"standard"	4
"1557"	"standards"	4
"1558"	"steal"	4
"1559"	"stores"	4
"1560"	"straight"	4
"1561"	"supporting"	4
"1562"	"taco"	4
"1563"	"talent"	4
"1564"	"talked"	4
"1565"	"tech"	4
"1566"	"ten"	4
"1567"	"texas"	4
"1568"	"texts"	4
"1569"	"thankful"	4
"1570"	"theatre"	4
"1571"	"theory"	4
"1572"	"theyll"	4
"1573"	"tho"	4
"1574"	"thoughts"	4
"1575"	"throughout"	4
"1576"	"throw"	4
"1577"	"ticket"	4
"1578"	"tiny"	4
"1579"	"tour"	4
"1580"	"toys"	4
"1581"	"trade"	4
"1582"	"training"	4
"1583"	"travel"	4
"1584"	"trip"	4
"1585"	"typical"	4
"1586"	"ugh"	4
"1587"	"understanding"	4
"1588"	"united"	4
"1589"	"universities"	4
"1590"	"unlike"	4
"1591"	"upper"	4
"1592"	"valley"	4
"1593"	"wake"	4
"1594"	"walls"	4
"1595"	"weight"	4
"1596"	"whos"	4
"1597"	"wild"	4
"1598"	"willing"	4
"1599"	"wins"	4
"1600"	"winter"	4
"1601"	"workshop"	4
"1602"	"writers"	4
"1603"	"wrote"	4
"1604"	"youd"	4
"1605"	"yours"	4
"1606"	"yum"	4
